Site_number,time,Ensemble,Accoustic_Frequency_kHz,Transducer_radius_m,Beam_angle_degrees,Beam_aspect_ratio,Number_of_Cells,Bin_Size_m,Blanking_distance_m,Instrument_serial_number,CPU_serial_number,Ambient_Noise_Level_Beam_1_Counts,Ambient_Noise_Level_Beam_2_Counts,Distance_to_Bin_1_mid_point_m,Speed_of_sound_m_per_s,Temperature_degC,Pressure_dbar,Distance_to_surface_m,Power_supply_voltage
120001A,27-Feb-2000 17:00:00,2530,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.042067,15,5.19709568,5.19709568,12
120001A,27-Feb-2000 18:00:00,2539,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.042035,15,5.195807579,5.195807579,12
120001A,27-Feb-2000 19:00:00,2548,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.041499,15,5.174744599,5.174744599,12
120001A,27-Feb-2000 20:00:00,2557,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.040992,15,5.154840195,5.154840195,12
120001A,27-Feb-2000 21:00:00,2566,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.040724,15,5.144327248,5.144327248,12
120001A,27-Feb-2000 22:00:00,2575,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.04047,15,5.134339819,5.134339819,12
120001A,27-Feb-2000 23:00:00,2584,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.040216,15,5.124354223,5.124354223,12
120001A,28-Feb-2000 00:00:00,2593,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.039954,15,5.114053578,5.114053578,12
120001A,28-Feb-2000 01:00:00,2602,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.039601,15,5.100210538,5.100210538,12
120001A,28-Feb-2000 02:00:00,2611,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.039228,15,5.085541026,5.085541026,12
120001A,28-Feb-2000 03:00:00,2620,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.038847,15,5.070584253,5.070584253,12
120001A,28-Feb-2000 04:00:00,2629,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.038395,15,5.052829972,5.052829972,12
120001A,28-Feb-2000 05:00:00,2638,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.037924,15,5.034292179,5.034292179,12
120001A,28-Feb-2000 06:00:00,2647,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.037681,15,5.024769694,5.024769694,12
120001A,28-Feb-2000 07:00:00,2656,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.037286,15,5.009237261,5.009237261,12
120001A,28-Feb-2000 08:00:00,2665,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.036831,15,4.991378511,4.991378511,12
120001A,28-Feb-2000 09:00:00,2674,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.036376,15,4.973484519,4.973484519,12
120001A,28-Feb-2000 10:00:00,2683,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.035919,15,4.955521052,4.955521052,12
120001A,28-Feb-2000 11:00:00,2692,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.035494,15,4.938820159,4.938820159,12
120001A,28-Feb-2000 12:00:00,2701,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.035183,15,4.92660794,4.92660794,12
120001A,28-Feb-2000 13:00:00,2710,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.03488,15,4.914726687,4.914726687,12
120001A,28-Feb-2000 14:00:00,2719,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.034578,15,4.902840246,4.902840246,12
120001A,28-Feb-2000 15:00:00,2728,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.03426,15,4.890347689,4.890347689,12
120001A,28-Feb-2000 16:00:00,2737,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.033926,15,4.877236195,4.877236195,12
120001A,28-Feb-2000 17:00:00,2746,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.033591,15,4.864064175,4.864064175,12
120001A,28-Feb-2000 18:00:00,2755,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.033326,15,4.853658804,4.853658804,12
120001A,28-Feb-2000 19:00:00,2764,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.033067,15,4.843480225,4.843480225,12
120001A,28-Feb-2000 20:00:00,2773,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.032763,15,4.831524724,4.831524724,12
120001A,28-Feb-2000 21:00:00,2782,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.032459,15,4.819575346,4.819575346,12
120001A,28-Feb-2000 22:00:00,2791,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.03211,15,4.805899639,4.805899639,12
120001A,28-Feb-2000 23:00:00,2800,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.031658,15,4.788125836,4.788125836,12
120001A,29-Feb-2000 00:00:00,2809,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.031181,15,4.769367206,4.769367206,12
120001A,29-Feb-2000 01:00:00,2818,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.030401,15,4.738734679,4.738734679,12
120001A,29-Feb-2000 02:00:00,2827,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.029697,15,4.711086881,4.711086881,12
120001A,29-Feb-2000 03:00:00,2836,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.029098,15,4.687530944,4.687530944,12
120001A,29-Feb-2000 04:00:00,2845,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.02814,15,4.649915826,4.649915826,12
120001A,29-Feb-2000 05:00:00,2854,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.027207,15,4.613265527,4.613265527,12
120001A,29-Feb-2000 06:00:00,2863,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.026348,15,4.579485427,4.579485427,12
120001A,29-Feb-2000 07:00:00,2872,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.025508,15,4.546488233,4.546488233,12
120001A,29-Feb-2000 08:00:00,2881,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.024724,15,4.515674207,4.515674207,12
120001A,29-Feb-2000 09:00:00,2890,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.023835,15,4.48078404,4.48078404,12
120001A,29-Feb-2000 10:00:00,2899,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.023044,15,4.449673081,4.449673081,12
120001A,29-Feb-2000 11:00:00,2908,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.02231,15,4.42084575,4.42084575,12
120001A,29-Feb-2000 12:00:00,2917,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.021476,15,4.388086144,4.388086144,12
120001A,29-Feb-2000 13:00:00,2926,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.020743,15,4.359269384,4.359269384,12
120001A,29-Feb-2000 14:00:00,2935,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.019996,15,4.329941639,4.329941639,12
120001A,29-Feb-2000 15:00:00,2944,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.019443,15,4.308204837,4.308204837,12
120001A,29-Feb-2000 16:00:00,2953,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.019073,15,4.293688567,4.293688567,12
120001A,29-Feb-2000 17:00:00,2962,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.018665,15,4.277646683,4.277646683,12
120001A,29-Feb-2000 18:00:00,2971,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.018209,15,4.259715949,4.259715949,12
120001A,29-Feb-2000 19:00:00,2980,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.017614,15,4.236351064,4.236351064,12
120001A,29-Feb-2000 20:00:00,2989,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.017017,15,4.212877524,4.212877524,12
120001A,29-Feb-2000 21:00:00,2998,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.016483,15,4.191902486,4.191902486,12
120001A,29-Feb-2000 22:00:00,3007,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.015922,15,4.169865348,4.169865348,12
120001A,29-Feb-2000 23:00:00,3016,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.01535,15,4.147414132,4.147414132,12
120001A,01-Mar-2000 00:00:00,3025,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.014734,15,4.123179576,4.123179576,12
120001A,01-Mar-2000 01:00:00,3034,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.014075,15,4.097312042,4.097312042,12
120001A,01-Mar-2000 02:00:00,3043,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.013529,15,4.075850713,4.075850713,12
120001A,01-Mar-2000 03:00:00,3052,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.013092,15,4.058673399,4.058673399,12
120001A,01-Mar-2000 04:00:00,3061,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.012563,15,4.03791537,4.03791537,12
120001A,01-Mar-2000 05:00:00,3070,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.012194,15,4.023400943,4.023400943,12
120001A,01-Mar-2000 06:00:00,3079,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.011877,15,4.010962642,4.010962642,12
120001A,01-Mar-2000 07:00:00,3088,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.011556,15,3.998336082,3.998336082,12
120001A,01-Mar-2000 08:00:00,3097,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.011602,15,4.00016144,4.00016144,12
120001A,01-Mar-2000 09:00:00,3106,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.012572,15,4.038245022,4.038245022,12
120001A,01-Mar-2000 10:00:00,3115,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.013477,15,4.073821555,4.073821555,12
120001A,01-Mar-2000 11:00:00,3124,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.013908,15,4.090730497,4.090730497,12
120001A,01-Mar-2000 12:00:00,3133,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.014222,15,4.103076335,4.103076335,12
120001A,01-Mar-2000 13:00:00,3142,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.014309,15,4.106511161,4.106511161,12
120001A,01-Mar-2000 14:00:00,3151,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.014362,15,4.108574977,4.108574977,12
120001A,01-Mar-2000 15:00:00,3160,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.014361,15,4.108526449,4.108526449,12
120001A,01-Mar-2000 16:00:00,3169,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.014334,15,4.107469526,4.107469526,12
120001A,01-Mar-2000 17:00:00,3178,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.014307,15,4.106412461,4.106412461,12
120001A,01-Mar-2000 18:00:00,3187,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.014252,15,4.104272336,4.104272336,12
120001A,01-Mar-2000 19:00:00,3196,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.014145,15,4.100058705,4.100058705,12
120001A,01-Mar-2000 20:00:00,3205,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.014013,15,4.094851603,4.094851603,12
120001A,01-Mar-2000 21:00:00,3214,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.01388,15,4.089641081,4.089641081,12
120001A,01-Mar-2000 22:00:00,3223,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.013747,15,4.084427073,4.084427073,12
120001A,01-Mar-2000 23:00:00,3232,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.013614,15,4.079209603,4.079209603,12
120001A,02-Mar-2000 00:00:00,3241,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.013541,15,4.076315851,4.076315851,12
120001A,02-Mar-2000 01:00:00,3250,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.013306,15,4.067105489,4.067105489,12
120001A,02-Mar-2000 02:00:00,3259,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.012913,15,4.051643175,4.051643175,12
120001A,02-Mar-2000 03:00:00,3268,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.012736,15,4.044709792,4.044709792,12
120001A,02-Mar-2000 04:00:00,3277,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.012548,15,4.037328657,4.037328657,12
120001A,02-Mar-2000 05:00:00,3286,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.012434,15,4.032847335,4.032847335,12
120001A,02-Mar-2000 06:00:00,3295,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.012101,15,4.01973257,4.01973257,12
120001A,02-Mar-2000 07:00:00,3304,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.011793,15,4.007645322,4.007645322,12
120001A,02-Mar-2000 08:00:00,3313,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.011618,15,4.000781525,4.000781525,12
120001A,02-Mar-2000 09:00:00,3322,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.011504,15,3.996278001,3.996278001,12
120001A,02-Mar-2000 10:00:00,3331,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.011138,15,3.981898111,3.981898111,12
120001A,02-Mar-2000 11:00:00,3340,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.010777,15,3.967726475,3.967726475,12
120001A,02-Mar-2000 12:00:00,3349,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.010474,15,3.955808307,3.955808307,12
120001A,02-Mar-2000 13:00:00,3358,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.010033,15,3.938500383,3.938500383,12
120001A,02-Mar-2000 14:00:00,3367,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.009517,15,3.918225042,3.918225042,12
120001A,02-Mar-2000 15:00:00,3376,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.009037,15,3.899378697,3.899378697,12
120001A,02-Mar-2000 16:00:00,3385,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.008548,15,3.88017211,3.88017211,12
120001A,02-Mar-2000 17:00:00,3394,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.008034,15,3.859954565,3.859954565,12
120001A,02-Mar-2000 18:00:00,3403,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.007552,15,3.841020571,3.841020571,12
120001A,02-Mar-2000 19:00:00,3412,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.00719,15,3.826813738,3.826813738,12
120001A,02-Mar-2000 20:00:00,3421,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.006729,15,3.808706632,3.808706632,12
120001A,02-Mar-2000 21:00:00,3430,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.006261,15,3.790308284,3.790308284,12
120001A,02-Mar-2000 22:00:00,3439,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.005855,15,3.774368538,3.774368538,12
120001A,02-Mar-2000 23:00:00,3448,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.005491,15,3.760060154,3.760060154,12
120001A,03-Mar-2000 00:00:00,3457,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.005142,15,3.746328742,3.746328742,12
120001A,03-Mar-2000 01:00:00,3466,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.0047,15,3.728977833,3.728977833,12
120001A,03-Mar-2000 02:00:00,3475,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.00417,15,3.708146992,3.708146992,12
120001A,03-Mar-2000 03:00:00,3484,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.003659,15,3.688083208,3.688083208,12
120001A,03-Mar-2000 04:00:00,3493,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.003137,15,3.667542797,3.667542797,12
120001A,03-Mar-2000 05:00:00,3502,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.002617,15,3.647141722,3.647141722,12
120001A,03-Mar-2000 06:00:00,3511,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.002035,15,3.624255602,3.624255602,12
120001A,03-Mar-2000 07:00:00,3520,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.001504,15,3.603393964,3.603393964,12
120001A,03-Mar-2000 08:00:00,3529,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.001085,15,3.586926455,3.586926455,12
120001A,03-Mar-2000 09:00:00,3538,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.000707,15,3.57207084,3.57207084,12
120001A,03-Mar-2000 10:00:00,3547,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.000101,15,3.548265122,3.548265122,12
120001A,03-Mar-2000 11:00:00,3556,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.999404,15,3.520908953,3.520908953,12
120001A,03-Mar-2000 12:00:00,3565,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.998742,15,3.494868462,3.494868462,12
120001A,03-Mar-2000 13:00:00,3574,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.99818,15,3.472823294,3.472823294,12
120001A,03-Mar-2000 14:00:00,3583,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.997448,15,3.444059011,3.444059011,12
120001A,03-Mar-2000 15:00:00,3592,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.996663,15,3.413207319,3.413207319,12
120001A,03-Mar-2000 16:00:00,3601,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.996086,15,3.39054795,3.39054795,12
120001A,03-Mar-2000 17:00:00,3610,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.995566,15,3.370087517,3.370087517,12
120001A,03-Mar-2000 18:00:00,3619,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.995044,15,3.349613106,3.349613106,12
120001A,03-Mar-2000 19:00:00,3628,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.99453,15,3.329386515,3.329386515,12
120001A,03-Mar-2000 20:00:00,3637,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.994073,15,3.311449105,3.311449105,12
120001A,03-Mar-2000 21:00:00,3646,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.993556,15,3.291146343,3.291146343,12
120001A,03-Mar-2000 22:00:00,3655,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.993077,15,3.272304062,3.272304062,12
120001A,03-Mar-2000 23:00:00,3664,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.992557,15,3.251891755,3.251891755,12
120001A,04-Mar-2000 00:00:00,3673,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.991984,15,3.229359198,3.229359198,12
120001A,04-Mar-2000 01:00:00,3682,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.991488,15,3.209897612,3.209897612,12
120001A,04-Mar-2000 02:00:00,3691,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.990995,15,3.190498016,3.190498016,12
120001A,04-Mar-2000 03:00:00,3700,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.99049,15,3.170675447,3.170675447,12
120001A,04-Mar-2000 04:00:00,3709,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.989997,15,3.151293105,3.151293105,12
120001A,04-Mar-2000 05:00:00,3718,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.989607,15,3.135961903,3.135961903,12
120001A,04-Mar-2000 06:00:00,3727,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.989269,15,3.122687313,3.122687313,12
120001A,04-Mar-2000 07:00:00,3736,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.988933,15,3.109481408,3.109481408,12
120001A,04-Mar-2000 08:00:00,3745,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.988608,15,3.096733653,3.096733653,12
120001A,04-Mar-2000 09:00:00,3754,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.988233,15,3.082010545,3.082010545,12
120001A,04-Mar-2000 10:00:00,3763,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.987713,15,3.061585187,3.061585187,12
120001A,04-Mar-2000 11:00:00,3772,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.98699,15,3.033168337,3.033168337,12
