Site_number,time,Echo_Intensity_Counts_cell_1,Echo_Intensity_Counts_cell_2,Echo_Intensity_Counts_cell_3,Echo_Intensity_Counts_cell_4,Echo_Intensity_Counts_cell_5,Echo_Intensity_Counts_cell_6,Echo_Intensity_Counts_cell_7,Echo_Intensity_Counts_cell_8,Echo_Intensity_Counts_cell_9,Echo_Intensity_Counts_cell_10,Echo_Intensity_Counts_cell_11,Echo_Intensity_Counts_cell_12,Echo_Intensity_Counts_cell_13,Echo_Intensity_Counts_cell_14,Echo_Intensity_Counts_cell_15,Echo_Intensity_Counts_cell_16,Echo_Intensity_Counts_cell_17,Echo_Intensity_Counts_cell_18,Echo_Intensity_Counts_cell_19,Echo_Intensity_Counts_cell_20,Echo_Intensity_Counts_cell_21,Echo_Intensity_Counts_cell_22,Echo_Intensity_Counts_cell_23,Echo_Intensity_Counts_cell_24,Echo_Intensity_Counts_cell_25,Echo_Intensity_Counts_cell_26,Echo_Intensity_Counts_cell_27,Echo_Intensity_Counts_cell_28,Echo_Intensity_Counts_cell_29,Echo_Intensity_Counts_cell_30,Echo_Intensity_Counts_cell_31,Echo_Intensity_Counts_cell_32,Echo_Intensity_Counts_cell_33,Echo_Intensity_Counts_cell_34,Echo_Intensity_Counts_cell_35,Echo_Intensity_Counts_cell_36,Echo_Intensity_Counts_cell_37,Echo_Intensity_Counts_cell_38,Echo_Intensity_Counts_cell_39,Echo_Intensity_Counts_cell_40,Echo_Intensity_Counts_cell_41,Echo_Intensity_Counts_cell_42,Echo_Intensity_Counts_cell_43,Echo_Intensity_Counts_cell_44,Echo_Intensity_Counts_cell_45,Echo_Intensity_Counts_cell_46,Echo_Intensity_Counts_cell_47,Echo_Intensity_Counts_cell_48,Echo_Intensity_Counts_cell_49,Echo_Intensity_Counts_cell_50,Echo_Intensity_Counts_cell_51,Echo_Intensity_Counts_cell_52,Echo_Intensity_Counts_cell_53,Echo_Intensity_Counts_cell_54,Echo_Intensity_Counts_cell_55,Echo_Intensity_Counts_cell_56,Echo_Intensity_Counts_cell_57,Echo_Intensity_Counts_cell_58,Echo_Intensity_Counts_cell_59,Echo_Intensity_Counts_cell_60,Echo_Intensity_Counts_cell_61,Echo_Intensity_Counts_cell_62,Echo_Intensity_Counts_cell_63,Echo_Intensity_Counts_cell_64,Echo_Intensity_Counts_cell_65,Echo_Intensity_Counts_cell_66,Echo_Intensity_Counts_cell_67,Echo_Intensity_Counts_cell_68,Echo_Intensity_Counts_cell_69,Echo_Intensity_Counts_cell_70,Echo_Intensity_Counts_cell_71,Echo_Intensity_Counts_cell_72,Echo_Intensity_Counts_cell_73,Echo_Intensity_Counts_cell_74,Echo_Intensity_Counts_cell_75,Echo_Intensity_Counts_cell_76,Echo_Intensity_Counts_cell_77,Echo_Intensity_Counts_cell_78,Echo_Intensity_Counts_cell_79,Echo_Intensity_Counts_cell_80,Echo_Intensity_Counts_cell_81,Echo_Intensity_Counts_cell_82,Echo_Intensity_Counts_cell_83,Echo_Intensity_Counts_cell_84,Echo_Intensity_Counts_cell_85,Echo_Intensity_Counts_cell_86,Echo_Intensity_Counts_cell_87,Echo_Intensity_Counts_cell_88,Echo_Intensity_Counts_cell_89,Echo_Intensity_Counts_cell_90,Echo_Intensity_Counts_cell_91,Echo_Intensity_Counts_cell_92,Echo_Intensity_Counts_cell_93,Echo_Intensity_Counts_cell_94,Echo_Intensity_Counts_cell_95,Echo_Intensity_Counts_cell_96,Echo_Intensity_Counts_cell_97,Echo_Intensity_Counts_cell_98,Echo_Intensity_Counts_cell_99,Echo_Intensity_Counts_cell_100,Echo_Intensity_Counts_cell_101,Echo_Intensity_Counts_cell_102,Echo_Intensity_Counts_cell_103,Echo_Intensity_Counts_cell_104,Echo_Intensity_Counts_cell_105,Echo_Intensity_Counts_cell_106,Echo_Intensity_Counts_cell_107,Echo_Intensity_Counts_cell_108,Echo_Intensity_Counts_cell_109,Echo_Intensity_Counts_cell_110,Echo_Intensity_Counts_cell_111,Echo_Intensity_Counts_cell_112,Echo_Intensity_Counts_cell_113,Echo_Intensity_Counts_cell_114,Echo_Intensity_Counts_cell_115,Echo_Intensity_Counts_cell_116,Echo_Intensity_Counts_cell_117,Echo_Intensity_Counts_cell_118,Echo_Intensity_Counts_cell_119,Echo_Intensity_Counts_cell_120,Echo_Intensity_Counts_cell_121,Echo_Intensity_Counts_cell_122,Echo_Intensity_Counts_cell_123,Echo_Intensity_Counts_cell_124,Echo_Intensity_Counts_cell_125,Echo_Intensity_Counts_cell_126,Echo_Intensity_Counts_cell_127,Echo_Intensity_Counts_cell_128
120001A,09-Mar-2000 18:00:00,173.8848852,176.7533764,177.1878218,172.141033,170.7989376,169.0498218,166.5608798,163.241342,162.8285616,159.2236663,155.2878337,158.9967854,153.4588166,154.3415965,152.5754791,151.7684741,146.2572096,147.7290376,145.8301235,143.2110725,140.8991228,138.9787501,140.0526675,141.1621785,137.9205131,135.0495075,134.5845231,132.6532402,132.0417952,130.0881066,129.4439166,128.4544459,127.5675964,128.5524109,128.1696166,126.6619455,124.4111448,125.7789882,124.2160435,120.4793509,122.5569985,120.7212517,117.0108744,118.5460999,114.5402337,116.4309915,115.296705,118.1802364,110.9196279,110.5616496,111.3882975,109.1518688,108.192554,109.7015864,111.7867682,107.3550321,105.3743165,109.5566128,103.3067646,102.0276375,105.2557646,105.3333959,104.9586055,99.8974181,101.1383494,102.7485953,100.8844515,99.98104067,100.1267867,100.7804935,95.25204998,97.21293267,96.9746957,95.99281222,96.06154961,93.83734907,94.92589921,93.35734716,94.68110551,94.00957437,91.84884489,91.8374923,91.87579778,89.75359282,91.62649259,85.23925305,88.63865725,87.82369099,86.20310376,87.89427965,85.02240369,84.53496347,84.1406141,83.00318802,83.43058214,84.22739516,80.85168218,83.41639437,80.27977385,81.73310673,79.08593252,78.09894421,79.83505911,79.50658913,73.09923783,77.51255337,74.18203511,77.72803332,71.58395615,74.52693763,74.20571192,73.44391216,72.17599849,71.15696635,72.58265992,72.84655601,67.18773675,68.25426237,69.06078256,67.68342076,68.57737556,65.41471311,66.39900608,62.97404189,65.63442019,64.10165532,64.24320964,66.03109369
120001A,09-Mar-2000 19:00:00,174.7844421,178.809009,176.5859902,174.4316427,172.913201,170.7300659,167.1171401,164.8943138,162.5660376,158.1402164,157.7705069,155.5358126,153.391487,151.3442025,150.8195077,148.4487593,144.1318534,147.0464748,145.0121802,141.3414978,140.1226614,142.1598903,138.149862,138.5536201,136.5384044,136.4232979,134.8426862,136.084856,130.9768727,129.8762272,128.2697108,130.741689,130.9410916,127.9800709,128.225805,124.1407293,125.2866036,125.4290302,120.1031161,120.6994034,122.306257,117.6554819,117.555739,119.044138,114.7050294,115.7359787,117.8431285,113.8517877,112.4481532,113.1420938,112.4689274,110.1803409,112.4000681,111.5754549,108.1832252,109.961597,106.9215211,108.7359107,105.5467727,104.9863328,102.4638214,106.3333343,105.1264271,104.986504,102.8700612,100.7881233,101.8048261,98.37453167,98.59053358,100.3319718,98.39668751,99.16836453,94.46537194,96.40744509,97.12563906,92.25256124,96.58858157,92.97783193,90.80989324,90.53312707,92.41897766,93.89973696,91.42804774,87.1981798,89.62730525,89.47079971,87.66935645,84.04501796,86.03532778,89.17227354,85.31714185,83.71957629,83.17555147,83.88213623,83.26137144,82.05835153,78.40454932,78.98341666,81.41560217,78.63437291,82.07442823,79.57018296,79.88502093,80.17798931,78.6072121,74.21743815,75.61948125,74.83641449,74.14663016,76.38181818,75.8878399,69.46921575,70.91737647,72.90141418,69.67975019,70.72076888,70.72196565,67.79743322,69.06524938,67.02067064,68.35656658,64.76697341,67.38526452,64.46626856,66.69628934,65.03556324,65.21398762,62.59813793
120001A,09-Mar-2000 20:00:00,176.2222001,178.6935053,173.2213415,172.7483481,170.9686919,170.5270224,166.3361743,165.4240362,161.9351831,159.1529327,155.9963315,156.3877064,153.2407104,150.6635111,153.1313874,150.6843719,146.7070516,147.2707932,141.6114126,141.9013186,139.2229944,141.9399889,140.0256198,136.4811929,136.5880729,133.8483311,130.4920237,134.4344323,130.5659846,134.4838081,130.9880517,128.3377633,129.7858439,129.6055115,128.1289128,125.0880611,125.3966267,124.2435246,122.8069249,122.2473017,122.0695921,119.2416561,117.9514313,119.9158225,117.1030419,117.4730393,114.6364563,115.2505424,114.8286253,112.8306897,111.5082163,113.5781142,111.2418713,108.976889,110.5442473,106.4827843,108.1862481,108.6364938,105.1063365,106.2539558,104.122534,106.8132708,101.8842202,102.1166779,101.6958997,101.2148545,101.2477454,99.72089984,100.823055,100.1124341,97.70513787,95.60473948,97.94419631,94.61045997,92.81043088,97.42410914,96.05488208,93.54959974,91.89897759,89.8716505,89.95511163,89.74267451,91.84067048,90.73551109,90.24571386,85.46460207,88.99099306,87.66975436,87.77626678,86.6557321,83.31765135,87.19344176,81.62899138,83.20266751,81.11817196,80.52767425,82.77862228,83.08440803,78.66887605,82.87712784,80.69562184,81.34015125,79.86917997,77.59496686,75.69842895,76.20252749,74.75385641,76.99683244,73.03134985,74.16223941,71.57344058,73.23761352,71.94518259,71.63962813,70.06479921,68.48489455,68.79762924,72.29091366,68.43349334,69.17481568,68.60937263,65.67284544,68.41537556,65.11614284,63.29212474,61.83664899,65.54818331,61.45311137
120001A,09-Mar-2000 21:00:00,175.9302381,179.6438689,174.8093859,174.9123109,173.1489029,167.224144,165.982637,165.3870673,161.6047343,160.1470691,156.5710123,157.2645547,153.0876904,150.3393381,151.5616674,150.1580956,146.5217229,143.0471284,143.7908521,143.9383082,141.7087672,138.98155,138.9649057,139.3611355,138.8708995,133.9150589,136.5739541,133.7391677,132.3202833,130.8798154,128.6219488,126.0161525,124.4211541,126.2520604,127.0877446,124.0111452,122.903721,123.8026855,123.7256772,119.4425337,119.6671255,118.2094777,118.1582609,120.6162871,116.2195106,115.1522049,117.0303395,117.2779447,113.9638713,111.2373991,109.8566133,108.356255,108.7969417,108.7677366,107.7711218,105.0063713,104.3757926,107.6983944,106.6023122,106.5690927,107.7344576,106.2638799,102.5565223,103.9329993,101.0403161,102.8759939,99.26272881,100.6891438,99.6294928,96.20481593,98.66667551,96.14285659,95.20980233,96.09221762,96.80818648,96.0647846,93.4287075,93.38190962,92.11322202,90.09988918,92.18608183,91.83158699,92.06148897,86.66686481,91.06011222,89.94215262,90.2747476,85.84339711,87.66309434,83.49163895,83.23421831,83.41165906,83.72631734,83.83247639,78.58308816,81.50871999,78.93351263,81.43287473,77.52397319,80.45314586,79.7701578,79.17703646,77.50157544,77.47059498,74.84773229,74.74427034,76.32590021,74.08359177,75.41708734,73.79973087,70.4502077,74.76944891,71.19640464,70.26992488,72.15132713,72.25265553,67.69342,70.98190163,67.36836937,66.91530228,70.40887953,67.44039943,64.79041502,66.04665269,66.97572209,67.3089677,66.97430324,63.39150042
120001A,09-Mar-2000 22:00:00,174.8688369,178.0221634,178.9517432,172.0738468,171.2957478,167.0942917,164.0776883,166.0406315,162.8679167,161.0261258,160.4086751,153.4796003,154.4826458,148.2842309,152.4460334,148.5202416,146.083883,145.7353197,143.8977146,142.2438817,141.243144,140.614457,140.8675441,136.6630801,135.2159958,133.8626314,132.5806085,131.7518664,134.7651624,128.3593754,131.4283151,127.3638042,130.4416175,125.667943,126.2000726,128.09069,125.0421454,124.3771606,121.6995958,121.2003898,121.7957783,118.4966931,115.3511976,120.4780935,119.5187918,115.3972246,116.5199805,115.0613666,116.0873948,115.1965352,108.4271539,113.0866099,110.7302207,112.2729618,107.0393779,109.2178227,109.3299319,108.0161494,108.4072595,104.9942628,101.6745813,105.7034718,101.1439044,98.94915443,102.3785885,101.2757967,101.5278285,100.5651551,97.45441307,100.6155024,100.1670267,97.41751462,93.15217353,94.50336894,96.50604158,94.34979059,94.93781885,91.06307737,95.70317548,91.42851984,91.72784115,92.89234188,91.26353527,86.94906419,85.70017792,88.49808281,88.20061305,88.04840214,86.33245711,84.55547303,83.96217335,85.34437312,83.20394449,84.00628009,81.30681076,84.75920185,80.95548054,79.31986529,76.78961756,81.70882903,78.72403759,80.47962076,78.18614053,76.60067924,78.61947206,75.76466435,75.59261284,73.55610509,72.30453865,72.0904056,71.07619804,71.93693246,69.6674883,70.47282143,70.47340075,71.03185728,67.84733428,68.78425442,70.50683644,66.79808062,65.89298533,66.4771736,67.06398001,66.70853973,66.03698312,66.18924265,65.16284763,62.60939192
120001A,09-Mar-2000 23:00:00,174.3666545,177.0501893,177.5743808,173.2445538,170.1752091,171.2249628,165.6642987,163.1957081,159.9489138,157.9728502,155.5279351,154.4142241,152.4858073,149.8299794,148.5191723,150.9735436,149.4909435,147.3332644,146.3039083,144.8730026,137.7378803,139.8280902,138.6379762,137.8039846,137.213312,137.136741,133.7905587,132.2852106,132.5813446,132.2810205,132.2565659,128.1285684,127.5155911,128.0351086,123.3621788,124.5839251,125.0623092,124.3816993,124.0317254,121.3824777,119.3414477,119.5287023,120.9063628,118.3997717,118.3579745,115.4467949,114.477269,115.9624777,115.5242272,111.5942398,111.2141879,109.8746087,108.2268432,106.3973155,106.2592875,108.7342108,104.6084382,105.86563,103.6778834,107.87214,105.3409915,101.9944002,100.9441804,99.22502639,102.5873129,103.4939029,101.2581598,101.1764183,97.63702627,100.536587,99.07792919,98.30120927,96.36687735,93.907006,96.09727934,94.28227737,94.11843541,95.82925128,90.58509973,91.01845365,88.12467814,89.25076164,89.78258772,87.31078043,90.8496455,86.13690604,85.67707057,83.93399132,86.82702737,86.61631548,86.63106451,84.34798592,83.7164698,82.19785209,81.39940625,81.84882645,79.44500525,79.56540708,81.56253351,80.15961649,80.18264252,79.74438625,77.09441634,77.44422007,76.67872776,73.90387426,73.33450865,77.39321429,74.95360134,73.71108196,74.42228886,74.36757222,74.48435713,72.78485454,70.49002314,69.54262329,69.43217072,71.93515956,71.84600365,67.52487908,70.03625531,64.49375614,68.47643347,65.44102514,68.4605275,61.26478285,63.14677525,62.76500841
120001A,10-Mar-2000 00:00:00,172.9141594,179.1485971,174.827029,173.4154809,170.6871543,167.7382629,168.7547608,165.5984724,159.9286318,160.2619225,156.772469,157.4197218,154.071525,151.8960087,148.7642723,151.1199998,148.7558013,147.7208589,142.8769453,142.3578287,142.6834764,139.5324583,141.5590189,139.7523056,137.462102,136.2239224,136.7606036,133.714848,130.6159261,131.9284178,130.6456477,131.5101201,128.9328729,128.9143297,125.3923032,127.2487438,122.1892873,122.979698,123.2171703,117.5535752,122.4072408,120.8370888,119.8484754,119.0027713,117.7477562,115.9532913,111.8156757,112.8620685,114.59627,112.0412332,114.8346038,110.9424232,111.2579084,112.0827263,107.2091564,108.764119,109.703032,108.4642302,103.9673094,105.4269131,103.3171037,105.5716887,105.1946007,102.8495678,103.3660622,102.3853742,103.0230302,100.945628,100.6479276,95.52697823,94.87864405,95.6523787,96.57417356,95.11177098,95.77962378,90.84447155,96.66972319,93.91514418,93.68337411,90.56721899,89.44121787,90.41357165,91.96850111,89.57164586,87.93623963,86.74425436,89.58794982,83.93242226,85.7996722,86.63031471,86.8373727,86.3203113,84.55724269,84.41603522,79.80497242,82.90372033,79.75302395,79.94791623,80.71930317,80.17717362,78.83815315,78.56821336,80.1885979,76.82747903,78.35551716,78.52030805,76.50309428,76.67691367,73.91052793,72.24967028,74.00945227,69.87887284,73.61665981,71.46134948,71.4659777,69.51433103,71.24865902,71.2002392,69.72832652,67.29046855,69.58748049,66.54679517,66.22834592,65.77612991,63.82397772,67.5259427,63.6956689,63.54375086
120001A,10-Mar-2000 01:00:00,174.6825524,178.8290515,174.0940413,175.3087234,173.8660295,169.5167372,166.9945461,165.2480918,162.494878,162.6731001,154.8431005,151.9823704,152.8293715,148.7195216,147.8201188,149.4822206,149.6843652,148.1307342,142.4556988,143.0458217,143.8724339,139.2480939,136.611809,138.7818185,136.6055471,134.2175416,135.1047318,133.7236086,130.5927351,131.3969824,131.5356165,130.0550447,129.0449635,127.866162,123.9595788,124.4097959,127.2681104,121.9189343,120.3848804,120.0193343,119.9966666,118.1077823,117.4322939,115.510482,119.1117859,115.7689862,116.7130512,114.7979982,116.4155894,112.3211733,112.4839813,113.4382143,107.6078271,113.0622716,109.5805676,107.3032156,109.0413454,104.4819778,106.3573235,106.6727116,107.6183982,102.1170374,99.5359261,103.2892406,99.36534479,100.4032829,98.46358586,98.8041981,96.81725528,101.309233,97.0508994,93.57965062,99.20236077,95.31894136,93.63411803,96.22680919,91.74659757,89.74542617,92.92700441,88.67781971,88.3830076,87.54081551,91.28094498,89.99508589,91.20715262,85.20305725,85.30320325,84.78155186,83.76514134,84.62792388,83.9164916,83.12170446,84.51103177,82.58989601,81.33345462,82.48010621,81.51097622,78.79731789,80.61118372,78.44806274,80.17250017,80.24512464,76.47695989,77.60370216,76.89797442,75.16271358,72.38482793,73.71813536,75.4959097,75.38562428,70.33012353,74.53785752,71.59425548,73.90136028,70.67925565,69.80573632,66.88766731,69.52362171,69.82107493,68.2981492,64.19154695,64.45520186,67.46408004,66.95776113,65.61513097,61.44058238,63.99009051,64.05824352
120001A,10-Mar-2000 02:00:00,171.3363121,175.0942842,175.227921,173.2580409,174.8388212,169.1582871,167.5151114,166.6257326,162.3540121,157.0568892,157.2248358,152.9454394,150.3425445,152.3479335,152.3415347,147.3900258,144.1043876,146.875267,145.0253258,141.9683504,143.2313448,137.2207757,136.8223823,136.0949441,136.5172336,132.7932636,134.4564722,131.7577246,132.4284167,130.9522032,129.9312244,128.91767,130.3434208,129.3324926,122.9747293,126.882616,121.3999727,123.5293554,125.2435768,119.7446336,120.785719,119.0435815,115.9924625,117.0577279,116.6139845,114.7975114,112.7020652,114.2638544,114.7140563,112.7145292,112.7350236,112.0045444,111.6375035,109.5562788,108.6519432,107.2692586,106.0199039,109.6711246,107.3955271,102.7588725,106.1243517,104.0327641,100.6793087,103.7977764,101.6631076,100.7334229,103.2561425,98.60897056,97.77141058,97.07238778,99.15924331,97.12905564,96.91907236,94.44424414,94.31985987,92.53220135,93.39267691,94.21887506,89.8357822,94.15398154,89.59073371,90.13778747,90.68671954,90.17306513,89.49074538,90.76681603,83.88569355,89.14459821,88.58148912,87.21777931,84.00511859,80.88367391,82.67660038,81.00815138,82.06187663,81.18119985,83.87779428,81.67106669,78.15707569,80.85310341,76.61156614,78.99093348,79.55658771,76.64264261,75.84665663,76.54512994,73.05633226,71.92718221,72.27915336,72.39040039,74.30439799,70.34970738,68.4092606,70.06816989,71.47725701,70.79652028,70.47942309,70.06520416,70.67851104,67.57836442,67.54378698,67.39075491,66.7971755,68.19061505,67.35418972,61.65351147,64.1953026,63.47098863
120001A,10-Mar-2000 03:00:00,175.2873659,177.3956417,173.273045,177.0388021,168.7142486,170.0368545,168.6866094,164.1905125,162.2414147,157.4802468,155.2024015,153.2837837,153.806599,153.8616794,150.3474086,148.7591391,145.5003633,142.8812788,146.7380737,145.3082783,143.1339406,138.3740924,139.0676779,139.225266,136.9272464,135.0512508,135.6319993,135.307046,132.3287935,129.3032914,126.3715781,127.7990019,126.8913065,124.6670102,124.7697314,125.1116916,123.9756529,122.6722591,123.1467824,123.3562536,117.77087,116.210539,121.2488849,115.8920192,116.5187989,118.2969566,112.6977353,115.7723552,115.7937723,112.5372115,110.4091107,108.6760393,109.9788769,112.114932,108.3563764,108.4761036,107.9743641,107.1044936,107.5277656,104.0997912,105.9205759,105.1969744,100.6350057,100.4911236,101.6010747,100.6919951,101.713601,96.96947419,97.70407339,94.8413705,95.77633944,95.93225045,95.08906769,94.37598445,94.30665239,93.8456255,92.93525894,93.80731596,93.61597816,91.7474489,89.78955932,87.23363969,92.44183084,89.9295473,90.08243276,87.90269915,87.48926187,87.01770208,82.76054033,84.84261049,83.67758086,86.58528024,81.91351816,82.70186563,80.44080104,80.14735848,79.72527198,79.23662083,77.32700645,80.50205545,75.98876908,75.32747574,77.31182858,76.53661529,78.65319684,77.03837205,73.39338882,74.99489276,71.75902232,74.67753356,73.50626192,73.15961457,73.40020798,71.38249336,72.47126477,71.70169776,66.52508187,69.47574754,70.4641319,68.19715622,66.13375801,67.1501687,63.16766112,67.43435854,62.6877652,67.23640364,66.55255974,62.02284193
120001A,10-Mar-2000 04:00:00,173.9327142,176.6487035,174.7512679,171.2026487,172.4149808,166.7923253,163.6775001,163.7134474,160.491662,157.8533673,158.2957184,156.3256539,152.8218705,149.9407107,150.8946654,151.0734463,147.142003,146.4744684,145.365129,142.6885228,140.2998458,140.7690711,137.7952866,135.2013147,134.9968762,135.5079548,136.1376097,133.6041827,130.2659192,130.6132692,128.4903971,130.3888992,127.2399349,127.4058882,128.774912,126.0809686,125.8696843,125.340073,121.0595982,119.0997319,118.9652224,120.3993156,119.4228514,117.9559268,116.6441306,115.7769645,113.7689383,113.8623512,114.0095141,112.1526395,113.1051235,114.009974,111.3347757,108.9757441,106.7640146,105.8315873,106.34899,106.188401,105.7191065,104.4796027,105.9735793,102.4156658,102.386648,103.2571072,98.20009674,103.5498428,99.55890084,101.5163143,96.52299882,99.21559654,97.84362356,96.46628314,96.29516655,94.56168677,90.57244304,92.95509289,93.08071752,95.09773764,91.52210195,91.19080564,90.06367865,86.51055508,90.08184739,91.16931935,90.20134842,88.92745949,84.85767458,86.09127792,87.00111353,83.58998364,85.71823805,83.67231191,84.28685443,83.67007138,82.37387404,81.62697318,79.88049764,77.40119741,79.22619432,82.07541296,79.72122476,77.6092884,80.03882166,77.0130622,78.00081767,77.2384405,73.00105713,74.86911022,75.77291105,71.41591696,74.95764289,69.78057606,73.23458325,70.42867126,72.08032001,71.24712332,70.30644553,66.92207309,64.78505047,68.671037,68.06831202,65.0208975,65.28898192,66.58737257,65.80561297,67.32590288,63.01159059,64.49854166
120001A,10-Mar-2000 05:00:00,174.1521954,175.1089461,175.5516055,171.239028,170.9589365,168.8366994,167.8829874,164.454081,159.5904976,160.9500586,155.2227915,156.1423822,152.4953811,150.6220572,147.6533635,147.7574422,145.6763177,147.2644721,141.0516811,143.4877558,142.0907742,141.4390864,139.6030689,136.4267389,137.5079011,132.1538679,135.9528938,129.777903,133.6579919,133.2807308,129.4233396,127.8958494,129.5679573,123.1202655,127.0359677,124.270928,120.874661,124.0881881,121.042709,119.5832319,119.0277289,115.1191048,115.3747812,117.2597642,117.9914765,114.4301436,117.7204589,113.1987949,113.4461386,115.1375032,110.5300356,111.610183,112.5502965,110.1786302,111.3469799,109.0053718,107.0132793,107.761075,106.8355688,107.1587253,103.2344889,104.9534546,101.6235363,104.2648803,99.67677342,103.5741136,97.29924009,96.84016334,94.75164158,96.69979753,95.10558444,93.45403987,98.64509768,96.74349939,94.50252087,93.11795903,90.12689152,88.6362259,90.31678499,91.4126368,91.23830272,89.45106883,87.49267323,91.61878793,86.05286176,89.58365067,88.43868334,82.50086379,82.19941213,84.08977292,84.65447789,83.28015532,84.95591587,84.63094104,81.77806273,80.77777114,81.31787439,78.77113831,81.89554282,78.55175612,79.82242299,74.63854428,78.30901808,75.43744913,76.95028862,77.37836858,74.90483269,73.28839938,70.46730452,72.38092792,71.41125372,69.47976687,70.84624166,70.58990748,70.81885478,71.21626066,70.51074215,67.55964203,64.48698033,69.93247311,69.3666127,67.03070531,63.50135134,67.60592367,67.44726262,66.05746075,63.84997214,65.02543949
120001A,10-Mar-2000 06:00:00,172.4740501,176.8237019,174.1537249,175.1374821,172.9175056,170.169242,163.873872,165.6410195,163.7657404,158.7425459,159.8290477,155.1558461,153.8911558,148.6285648,151.328427,145.5988762,147.0366629,144.7284641,141.1590767,139.685778,139.5998538,140.4700267,137.9892222,139.7416773,138.8723409,131.027458,134.4492069,132.6087354,129.3997849,132.5129619,127.3288543,129.0739567,125.9383568,125.9469939,127.345713,123.4728453,125.2512899,119.9428157,123.1154147,122.9406988,116.7963562,119.3744568,116.2774327,117.1896736,113.7584357,114.8019445,114.0375113,116.6750144,110.2161228,112.7815066,111.201636,112.6840954,109.1163892,108.1554189,108.8515206,108.3603791,105.3054442,106.4533442,103.5877978,107.5339772,103.6268989,105.3350428,104.0854837,98.50651034,101.3726645,97.13349353,99.19991505,97.27517257,99.20546418,100.0126665,98.48888546,94.63517557,97.62476534,95.68151823,91.33167785,92.67471873,89.60535589,91.52920122,92.49121345,87.82930144,89.56835232,87.08642022,90.39882756,89.76361028,88.96045388,86.90416767,84.14083323,84.03214526,87.84992754,86.32905418,82.99323323,85.04003372,81.28483872,82.9717545,81.1589672,80.11816661,79.68633589,81.70400585,79.7452916,78.76892096,80.37307168,77.31035181,76.01235031,77.79265027,73.89714622,73.22351322,72.28548733,70.99193052,73.49870176,72.9931089,75.67365133,72.30183222,73.15919962,72.55042668,69.15272616,67.96061164,68.39325642,68.36737476,68.90798382,68.44528977,67.98722974,66.95580974,66.35340787,64.41040609,65.71064307,65.04355668,63.46313022,64.11864982
120001A,10-Mar-2000 07:00:00,170.4462356,174.0486423,177.2614826,174.4539353,172.5384042,167.8113289,166.5932238,164.5988639,161.0863871,161.7831034,157.3903813,152.0947235,153.7554191,152.9673808,148.0887765,149.8039842,147.3962992,141.7561524,141.3639452,141.8459962,141.7685012,137.7746657,137.5376096,137.6985719,131.8384898,135.810111,131.6852195,131.365932,131.2364307,131.1296493,128.5095004,128.9462292,124.7287268,129.2532258,125.9553858,125.5340185,120.9913035,121.9978959,122.7642949,119.309511,120.4671168,121.7982556,117.6236031,119.331163,118.0856606,117.0707748,115.6981678,112.5081524,114.0009429,114.4408389,113.6337194,109.2738716,108.8173741,109.8956381,109.0279589,109.095688,109.8818178,106.8404557,105.1757699,102.1372862,106.039091,103.7088057,100.1109787,103.6898165,99.91682561,98.9523411,99.2118864,95.21523494,100.4832288,96.85496474,94.4035662,95.43721897,96.04269584,95.12703381,96.13428674,91.06866224,93.22517568,94.72766066,93.60520989,90.85322714,93.39506084,90.26784026,88.31582294,90.70328475,88.12326174,87.60578596,84.63430173,86.24781405,85.95535881,85.04830063,82.63377883,81.84881209,81.47065663,85.0211726,83.4686937,82.18598065,82.38694441,78.88602245,81.08084569,80.38429105,78.33982925,78.92971021,78.28189654,77.9528521,76.14576618,74.42749821,71.75530406,76.60386732,72.53825915,71.02768909,68.98541204,72.17025402,69.06406821,70.49716728,71.27679804,66.31090601,65.65027568,66.36135014,68.56655648,66.1127197,67.38944973,63.66050681,68.56253059,63.51538018,63.54870035,66.60638845,62.66256292,60.55818337
